id	label
5hdgmE2QF9w	mynah_bird_singing
5hV3mKoOgh8	mynah_bird_singing
6GoWuxmiXRc	mynah_bird_singing
6hlkMqrLWEg	mynah_bird_singing
6VUXHzFzS3c	mynah_bird_singing
6wd7xuHEmaw	mynah_bird_singing
7oMz1r6n2VM	mynah_bird_singing
8gWDOQWc2Cg	mynah_bird_singing
9DIrG8426vY	mynah_bird_singing
9FdJgE6K4z0	mynah_bird_singing
-9peZWsQHow	mynah_bird_singing
25BgIIti4mM	mynah_bird_singing
90avrPK09qs	mynah_bird_singing
a5GFVMCVjv0	mynah_bird_singing
agh3hN0svLo	mynah_bird_singing
an_Uo19wjLk	mynah_bird_singing
aqVyNqDHCu4	mynah_bird_singing
ARjdxAg4Djg	mynah_bird_singing
b0pVAXaFsDM	mynah_bird_singing
BDaqnMJ5Ems	mynah_bird_singing
Bw8u70lXZag	mynah_bird_singing
c3qbNQLfD_A	mynah_bird_singing
cf7EomtWaiE	mynah_bird_singing
cj62Zn5fFlM	mynah_bird_singing
CVmk3PcyXHc	mynah_bird_singing
D15JjHzggt8	mynah_bird_singing
DCISHo7PK6k	mynah_bird_singing
DDoJMpe85o0	mynah_bird_singing
DhmDr6WAhtg	mynah_bird_singing
dNHMVzibAEk	mynah_bird_singing
DQ1o_3vGXaE	mynah_bird_singing
DqAljTw2uo8	mynah_bird_singing
d-TkYY8Zr4s	mynah_bird_singing
Dv2JaZw9FYM	mynah_bird_singing
DybKuWv52_s	mynah_bird_singing
eDHH34hKQMc	mynah_bird_singing
eeuYUpMPnh4	mynah_bird_singing
EiPT0zpFVtU	mynah_bird_singing
eJ8NXrJWMP0	mynah_bird_singing
ePXInfDyqAc	mynah_bird_singing
eqnyjiqFR3w	mynah_bird_singing
EQV6rVGE7Zg	mynah_bird_singing
f1kPQtyTpuQ	mynah_bird_singing
F6GI6pc0XtM	mynah_bird_singing
FlX6Q0tbf8U	mynah_bird_singing
G3RULfPXWPk	mynah_bird_singing
G6qy3sekPTg	mynah_bird_singing
GaYC44Lxx9U	mynah_bird_singing
ggb93ZYIeaA	mynah_bird_singing
ggXBFIWZlLI	mynah_bird_singing
gyOFzklrg3Y	mynah_bird_singing
h4zwuBLKWj4	mynah_bird_singing
h7L1frO-W8k	mynah_bird_singing
H7UbY6PRxA8	mynah_bird_singing
haVBNvKQsEI	mynah_bird_singing
htdZXCI8NqM	mynah_bird_singing
I8DSF5M8vYU	mynah_bird_singing
IEyAS4N4HkA	mynah_bird_singing
IjpIxH8egvI	mynah_bird_singing
IQvot5Z954Q	mynah_bird_singing
Iw6NiC_Wbr4	mynah_bird_singing
J-ejO1E8XYk	mynah_bird_singing
j4IKy3dK-Vc	mynah_bird_singing
jj_DQxq6AOA	mynah_bird_singing
JkDTsuyu8So	mynah_bird_singing
Kc4moqpQ9ZU	mynah_bird_singing
KJ2NWnQ84k4	mynah_bird_singing
KKmwM72wFcQ	mynah_bird_singing
kmAZ7m8Nr3E	mynah_bird_singing
kUv7JBXevBA	mynah_bird_singing
kYjg0mp4bWE	mynah_bird_singing
lCPOFKvKeqE	mynah_bird_singing
ldQsFZZ2KU8	mynah_bird_singing
lo_F261_XGI	mynah_bird_singing
LpeUNO651d4	mynah_bird_singing
LvodH6Hdctk	mynah_bird_singing
LZEu6O7vCAo	mynah_bird_singing
M4w9yl5HJno	mynah_bird_singing
M83GjpnyZgo	mynah_bird_singing
mc4xsGEH4Yo	mynah_bird_singing
meJw1oQazHY	mynah_bird_singing
mfGKrGzvdhs	mynah_bird_singing
mfVwU8n8f6A	mynah_bird_singing
mkaJujvQBpM	mynah_bird_singing
mx6rxKFawVQ	mynah_bird_singing
MyRUhckPyqQ	mynah_bird_singing
n-G6mmLjjFo	mynah_bird_singing
N7FFivMLTb0	mynah_bird_singing
NAk-PU3X_DQ	mynah_bird_singing
NBQJxSLSEb0	mynah_bird_singing
nG6q9V7rfKU	mynah_bird_singing
nJTx6A9xKQ0	mynah_bird_singing
NPilDsxM26g	mynah_bird_singing
npWRooZqtpU	mynah_bird_singing
NUrdshX6mk4	mynah_bird_singing
O28I9G3GziA	mynah_bird_singing
P7vePeg7wZQ	mynah_bird_singing
pHGAxfxHTbg	mynah_bird_singing
pq6sozzF50I	mynah_bird_singing
Ptso2WuyYGM	mynah_bird_singing
q_KRjVHUQ9c	mynah_bird_singing
QmENgS2Fk88	mynah_bird_singing
qWLo_xKE_Z8	mynah_bird_singing
r9QELlDEq8c	mynah_bird_singing
RfXPKfG5Z9c	mynah_bird_singing
rH_0WjLUMO4	mynah_bird_singing
rJ8EHGO7Tik	mynah_bird_singing
rMwYBw7zMmY	mynah_bird_singing
rqhTqJtu3WA	mynah_bird_singing
S0lYMOOXpiw	mynah_bird_singing
Sne6J4TOyjo	mynah_bird_singing
T2uBzbjttJM	mynah_bird_singing
T4_uJUlfx58	mynah_bird_singing
td5qjREoy90	mynah_bird_singing
teMQIpsg0ow	mynah_bird_singing
TeVDgKRnhCU	mynah_bird_singing
tk3sdVGyNvw	mynah_bird_singing
tl5v1u9BKbE	mynah_bird_singing
VhsFniEZO-k	mynah_bird_singing
VIQ0m4jWzXY	mynah_bird_singing
wOX76HirZ3s	mynah_bird_singing
WXqx7ETQzVY	mynah_bird_singing
x17kfdI3NVs	mynah_bird_singing
XpO9yM2ygLg	mynah_bird_singing
xrd1xgAvmV0	mynah_bird_singing
XsLHtpm-sP8	mynah_bird_singing
y89-45CHWEs	mynah_bird_singing
YDyIKZjzQg4	mynah_bird_singing
yh6L0s_8xNg	mynah_bird_singing
YT9b2IBAwgA	mynah_bird_singing
YVhZdMKi3ys	mynah_bird_singing
-zlobk6YPw4	mynah_bird_singing
_eJr86Ywo9Y	typing_on_computer_keyboard
_yikj0xnysI	typing_on_computer_keyboard
-s2G3Kto0Gw	typing_on_computer_keyboard
0_yN1k-S99I	typing_on_computer_keyboard
00Ag326f4gs	typing_on_computer_keyboard
0jVvlyJKzQc	typing_on_computer_keyboard
0LrcdibGaLI	typing_on_computer_keyboard
0QhsgW-yDmE	typing_on_computer_keyboard
0z97A0GYhAQ	typing_on_computer_keyboard
1fr6YgvX9qE	typing_on_computer_keyboard
3jPSUgsQwE8	typing_on_computer_keyboard
4ADxi494xsA	typing_on_computer_keyboard
04IUHjj3lpA	typing_on_computer_keyboard
4Ko2TdqMgks	typing_on_computer_keyboard
4O0eZ-nquKU	typing_on_computer_keyboard
4tASCYb3ySA	typing_on_computer_keyboard
4zh7vIS5Tj4	typing_on_computer_keyboard
5nCVaazCHaA	typing_on_computer_keyboard
6ZiigQRT8iE	typing_on_computer_keyboard
6zZkfPToryg	typing_on_computer_keyboard
7LzcWBu-Y6A	typing_on_computer_keyboard
8bnsGRX_jH4	typing_on_computer_keyboard
8rBbtL5FR-E	typing_on_computer_keyboard
8Wlvho81zus	typing_on_computer_keyboard
9IhwuLSwKwc	typing_on_computer_keyboard
9NcxNH75ByE	typing_on_computer_keyboard
14jtUoyUxyQ	typing_on_computer_keyboard
20FfN75nr9M	typing_on_computer_keyboard
24tWz7gmngI	typing_on_computer_keyboard
35zjZSpI_Fo	typing_on_computer_keyboard
99hN_5beEHs	typing_on_computer_keyboard
a0aniojQWVk	typing_on_computer_keyboard
A2q9MnpyDKs	typing_on_computer_keyboard
ACr6r40_UeQ	typing_on_computer_keyboard
aenAgdRwYdM	typing_on_computer_keyboard
aGmFyko0sPg	typing_on_computer_keyboard
aNDmHGRsmnM	typing_on_computer_keyboard
AUJPBPyRRSk	typing_on_computer_keyboard
aVLrCy_892Q	typing_on_computer_keyboard
AXKxnbcbPYo	typing_on_computer_keyboard
AySVuo87x5E	typing_on_computer_keyboard
bddjvkOo4UI	typing_on_computer_keyboard
bFZL4ABbkk0	typing_on_computer_keyboard
bIAHV6ckEcU	typing_on_computer_keyboard
BKExZZNvzJQ	typing_on_computer_keyboard
BNermhLzCLs	typing_on_computer_keyboard
bnLGYE7yroI	typing_on_computer_keyboard
bwaO1GmMLWk	typing_on_computer_keyboard
byUA01giSqQ	typing_on_computer_keyboard
C0LIN6BdjFc	typing_on_computer_keyboard
c3UPyEZ1yQY	typing_on_computer_keyboard
c6nfgDLtXBg	typing_on_computer_keyboard
cB3NAIC3L5o	typing_on_computer_keyboard
CgNhYy89jSo	typing_on_computer_keyboard
ch-C3dLvxbA	typing_on_computer_keyboard
CMzlxMzoQJE	typing_on_computer_keyboard
CsvtHy2q2Og	typing_on_computer_keyboard
CxIDfBbwQPA	typing_on_computer_keyboard
D2HyDCMIQ50	typing_on_computer_keyboard
d4yBeEbVp1Y	typing_on_computer_keyboard
D7ooQu528mk	typing_on_computer_keyboard
D9dGWAbAvxA	typing_on_computer_keyboard
dBsWGKkmEqk	typing_on_computer_keyboard
DdeAOHSE98o	typing_on_computer_keyboard
DhVTM1lxnYI	typing_on_computer_keyboard
DKiebIzin8I	typing_on_computer_keyboard
e8rwpIMOdSk	typing_on_computer_keyboard
ejva28DH8j4	typing_on_computer_keyboard
Elo7Rs9VvsQ	typing_on_computer_keyboard
EOiuX06btE4	typing_on_computer_keyboard
fdqYnI55kVw	typing_on_computer_keyboard
Fm6duB3_A6U	typing_on_computer_keyboard
gj4SNi_o9cE	typing_on_computer_keyboard
gjyp-WpxyqM	typing_on_computer_keyboard
GMGivXPl3co	typing_on_computer_keyboard
GYlaffKJuEg	typing_on_computer_keyboard
hDQ0MHLB6kk	typing_on_computer_keyboard
HjIoQ3z_cf4	typing_on_computer_keyboard
HnOUK3wyxMI	typing_on_computer_keyboard
HOtQseh7MIM	typing_on_computer_keyboard
hRHFc7XoK10	typing_on_computer_keyboard
HwmKFB1C38Y	typing_on_computer_keyboard
HZxl5ot0Luk	typing_on_computer_keyboard
iAywKr3UxkI	typing_on_computer_keyboard
ICpahMYO2xQ	typing_on_computer_keyboard
ID9mfxZSK6M	typing_on_computer_keyboard
InpwFGO4Lug	typing_on_computer_keyboard
j_XrqLkLG9M	typing_on_computer_keyboard
J-axOX5flUE	typing_on_computer_keyboard
j2oAnGKHYK8	typing_on_computer_keyboard
J4VeWujsLJg	typing_on_computer_keyboard
jG7RLcaWAm4	typing_on_computer_keyboard
jHtAPbCj0U4	typing_on_computer_keyboard
jjD505NAVpw	typing_on_computer_keyboard
JQz40TkjymY	typing_on_computer_keyboard
jtL0pXwd2KE	typing_on_computer_keyboard
Jz471WNVZlM	typing_on_computer_keyboard
KC_rwPGtbsk	typing_on_computer_keyboard
Kc66Krp4BWU	typing_on_computer_keyboard
kGR4FOTqvpY	typing_on_computer_keyboard
KqY_f5zNfeI	typing_on_computer_keyboard
ktDfIj9vnXI	typing_on_computer_keyboard
kVztC6jU14s	typing_on_computer_keyboard
LADA3l7nFcg	typing_on_computer_keyboard
LcAVQW8jafU	typing_on_computer_keyboard
LMW6S_qNxVY	typing_on_computer_keyboard
LSR_fs7E5sY	typing_on_computer_keyboard
m-FfTcOjM9M	typing_on_computer_keyboard
mPX61tX_08g	typing_on_computer_keyboard
mSz0rZGISbg	typing_on_computer_keyboard
N2zO62qt938	typing_on_computer_keyboard
N9EHfadgEco	typing_on_computer_keyboard
NgODCgV5BEo	typing_on_computer_keyboard
NjSCdirVtgg	typing_on_computer_keyboard
Nldr0X-AZho	typing_on_computer_keyboard
o2xhacPTzW0	typing_on_computer_keyboard
O9tM5h9beDM	typing_on_computer_keyboard
oa0OMF_5Pko	typing_on_computer_keyboard
oCnbmsOP7HQ	typing_on_computer_keyboard
ODpAfVfUBYc	typing_on_computer_keyboard
OjObMozGKBM	typing_on_computer_keyboard
oKRGWWyIpak	typing_on_computer_keyboard
opZfni2IZcM	typing_on_computer_keyboard
oTERiCZpEX8	typing_on_computer_keyboard
OVneiN7xKAA	typing_on_computer_keyboard
OZwrmAEzl5A	typing_on_computer_keyboard
OZYOyUdjh4A	typing_on_computer_keyboard
p3jWlG1zSVA	typing_on_computer_keyboard
P8kBlb43Y8A	typing_on_computer_keyboard
P8NoPjaeKiI	typing_on_computer_keyboard
PAAgCMk00To	typing_on_computer_keyboard
pdsqinS_7sY	typing_on_computer_keyboard
PJ12md3DdvY	typing_on_computer_keyboard
pjGtwc3Imao	typing_on_computer_keyboard
PrNaeQohH9g	typing_on_computer_keyboard
PXdQrPW_YyY	typing_on_computer_keyboard
PZACLpEasFU	typing_on_computer_keyboard
PzLvmwRRUCc	typing_on_computer_keyboard
QB7gRIad274	typing_on_computer_keyboard
QbfMzT9_wMM	typing_on_computer_keyboard
qhDpt1-kVsk	typing_on_computer_keyboard
qu6jr6puHzE	typing_on_computer_keyboard
quFH0IWhyao	typing_on_computer_keyboard
QW_uu-B1kbg	typing_on_computer_keyboard
r5V1syNqXD8	typing_on_computer_keyboard
r9Uam1Xk-p4	typing_on_computer_keyboard
rGmcfQipiNk	typing_on_computer_keyboard
RQeXcKxVraY	typing_on_computer_keyboard
rTh92nlG9io	typing_on_computer_keyboard
rxnkVl_Wxbw	typing_on_computer_keyboard
s3YYead5BIw	typing_on_computer_keyboard
S5-12O3kiho	typing_on_computer_keyboard
sdcE6OXaOII	typing_on_computer_keyboard
ShJltlTvg5o	typing_on_computer_keyboard
Sl4weBj8xfc	typing_on_computer_keyboard
SYtWHA6unms	typing_on_computer_keyboard
T8zELmSNq2M	typing_on_computer_keyboard
TLqXsEtN3cQ	typing_on_computer_keyboard
tyMro1Y6bw0	typing_on_computer_keyboard
u63rLEqPfEc	typing_on_computer_keyboard
UB4WecBNIbo	typing_on_computer_keyboard
Uf7KE0RBQcs	typing_on_computer_keyboard
UKvYKEjOEAQ	typing_on_computer_keyboard
uLdRi__nG2c	typing_on_computer_keyboard
umEZLM4oFsA	typing_on_computer_keyboard
UXTTFMsTj7k	typing_on_computer_keyboard
UYkhAI5cADo	typing_on_computer_keyboard
v-9UGp8ivu4	typing_on_computer_keyboard
VDfJ3XWiZcU	typing_on_computer_keyboard
vlAGZUzkCDU	typing_on_computer_keyboard
VlvgX5mEthY	typing_on_computer_keyboard
vPUh81uFnQc	typing_on_computer_keyboard
vwA-NNod4sg	typing_on_computer_keyboard
waP4uek-j3s	typing_on_computer_keyboard
WHtA5d4TvXs	typing_on_computer_keyboard
Wi3jF4zQh9M	typing_on_computer_keyboard
wVoGBdh8f1Y	typing_on_computer_keyboard
x5YrSv4PzqA	typing_on_computer_keyboard
X84TyZUbthc	typing_on_computer_keyboard
XDna3NIOR7Q	typing_on_computer_keyboard
xfuEk-DdUbY	typing_on_computer_keyboard
xKzyon61hsA	typing_on_computer_keyboard
xosQNRXLlyo	typing_on_computer_keyboard
XXFjskd6-40	typing_on_computer_keyboard
YCfLuYLCSlw	typing_on_computer_keyboard
YnTTOlVw3D0	typing_on_computer_keyboard
YR-MOhl0bYc	typing_on_computer_keyboard
ysrPrE9D1CQ	typing_on_computer_keyboard
yyPsyKd6OXw	typing_on_computer_keyboard
zBrIRQTUwy0	typing_on_computer_keyboard
ZDEEppygzes	typing_on_computer_keyboard
ZuZVcUMdCVA	typing_on_computer_keyboard
ZX8lB5p4CAQ	typing_on_computer_keyboard
-lgSmVKN1VY	playing_violin
-NCD5jfkapA	playing_violin
-NvDh4fMiWc	playing_violin
-puNE6Pq7Jo	playing_violin
-wcwrkUJwhM	playing_violin
-XJ1i40XSIw	playing_violin
-yVlxH01sYQ	playing_violin
-ZPawlysHnc	playing_violin
0MuM1Nch4xY	playing_violin
0n0zuw8zuW4	playing_violin
0RqHkIvB4VY	playing_violin
0s49D-LqHwg	playing_violin
1cnZrhivdrM	playing_violin
1DeE4ezSPdQ	playing_violin
1iVgvqf5apU	playing_violin
1lzJ4_qfZ9M	playing_violin
1oEekSTzgeo	playing_violin
1t3LJn23uCI	playing_violin
1tBrbVX-iIM	playing_violin
1VMgM5t-NWU	playing_violin
1WaTnza9cn0	playing_violin
1z2EmcLouic	playing_violin
2dNEVAF3X2E	playing_violin
2DTCSeX3aUY	playing_violin
2IJaODbc2js	playing_violin
2nEjLrb8q6E	playing_violin
2nYOk_XoDm4	playing_violin
2PwprdcYa4o	playing_violin
2Uv7fWDjWB0	playing_violin
3cLclrAxiCw	playing_violin
3G_gh1HuDZI	playing_violin
3I9sSkxv0Ps	playing_violin
3Kjbw5B4Bws	playing_violin
3L-zuyZlGPk	playing_violin
3mCWARDySc8	playing_violin
3PCVpLWlY3M	playing_violin
3Q4ZpXjU-yQ	playing_violin
3Qo-JwqcEJ4	playing_violin
3qXCX0ai6Ws	playing_violin
3ugvpV0QA-4	playing_violin
3V7EHNKro-I	playing_violin
3Yk7h8VPQ78	playing_violin
4AbCbxFdCsc	playing_violin
4ChgPZ3Sjuw	playing_violin
4GJ5N4ivLpQ	playing_violin
4ipWKLhd39o	playing_violin
4iX6QcFCbcQ	playing_violin
004KfU7bgyg	playing_violin
4lH9S8DC8oM	playing_violin
4OBBC2cxubQ	playing_violin
4Pod-Q6F86Y	playing_violin
4PrmVQNY4lw	playing_violin
4TZAQkLDaqk	playing_violin
4yoC4S8tO0w	playing_violin
5-teLbuojYY	playing_violin
5a019Ilbr-U	playing_violin
5F3K1zjINMo	playing_violin
5GYDj7tl2Gs	playing_violin
5Tgjt1xDoGc	playing_violin
5uoAzMT4ZxQ	playing_violin
5WD6iy-rWvU	playing_violin
06dCAQutFeI	playing_violin
6dKEfdTq_Tw	playing_violin
6FfrD8FTubY	playing_violin
6GnMT_OECyM	playing_violin
6h3aNoV_ob8	playing_violin
6HWtm7CtF4g	playing_violin
6QgFea3MXlI	playing_violin
6vAk42XWh3c	playing_violin
6X1OkFLlPO4	playing_violin
7d14HMZVaxE	playing_violin
7jSwXeAb-U8	playing_violin
7zLNIL9vQWw	playing_violin
8FuxoybXeaE	playing_violin
8ggp6xLEcS0	playing_violin
8nkb8Ok74qc	playing_violin
8OYfFXt6ImQ	playing_violin
8uzcz9as3Ow	playing_violin
8V2gWwavk00	playing_violin
8x_0idkMxbk	playing_violin
8yFGQK3fg_I	playing_violin
8zT9f3WprTY	playing_violin
9dc7xjMXrQ4	playing_violin
9FzEVy2YrWE	playing_violin
9iX2zII5UVw	playing_violin
9Srnaag2tCo	playing_violin
9uxt7KfzYAs	playing_violin
9vqhXud2aos	playing_violin
9ZFgwiAZzWg	playing_violin
10RkjPIguAY	playing_violin
17ivLGFukBc	playing_violin
26Ti4i2BNdM	playing_violin
41HkJUS2t8Y	playing_violin
45OqV0DlKGk	playing_violin
51CsCGm7nQc	playing_violin
52gZKC7x3uA	playing_violin
60U-HN7K6-w	playing_violin
63oKr50vbh0	playing_violin
63udpxlsx5I	playing_violin
74BDV0z_bvw	playing_violin
81bH4bLlIIE	playing_violin
567Wla8mdJw	playing_violin
4210qqkTJFo	playing_violin
A4EWpEPWYag	playing_violin
A7vug1WTW8E	playing_violin
AA_XVhso6IU	playing_violin
ADj0oKw5lUk	playing_violin
AF3kUFbe998	playing_violin
AF12ZPv8tek	playing_violin
AtTsBqHmtHU	playing_violin
AvC3EQDZPk0	playing_violin
AYiactWYCrc	playing_violin
B0YrovPFxdI	playing_violin
BGBhdmaeIjE	playing_violin
BMhnTdy-A0M	playing_violin
BmjMn_XS9S4	playing_violin
Bnyj8gKl9v4	playing_violin
BPlzQl2Cy48	playing_violin
Bx_Qs_rl754	playing_violin
C7OFEkOdODo	playing_violin
ChEmnsjAkkY	playing_violin
CpCS3B8XFK4	playing_violin
CpQwk6A0AWU	playing_violin
CS6gtfNSJ1E	playing_violin
CY6U0_vGc1E	playing_violin
D_0lOt5L-aU	playing_violin
DBn0Ggw6ATs	playing_violin
DdU7S1lnZM4	playing_violin
DgO8I96gEXo	playing_violin
Di1F8GUvEtg	playing_violin
DJrbJW3TG9k	playing_violin
DK-yKlQPSR0	playing_violin
DlGNHX9er3Y	playing_violin
DPMEoIfxrZY	playing_violin
Duk5ikgbUfU	playing_violin
DuQ3Xpb8Leg	playing_violin
DY9Xm0boaeA	playing_violin
E01buze8l3k	playing_violin
EbohwNbt6Ds	playing_violin
EEP5HPxGivo	playing_violin
EFKRvfkyyxE	playing_violin
EI1IiU1AvbM	playing_violin
EpQbUL3o7NQ	playing_violin
ER3udhm3ORs	playing_violin
EsFDIkzs8qA	playing_violin
F0y4iL0gnpI	playing_violin
FcRado1unf4	playing_violin
